sim_index,strategy,total_time_s,pit_stop_count,sc_laps
138,A,6149.9862658960965,2,40
139,A,6160.893554587392,2,36
140,A,6138.592895986926,2,48
141,A,6139.1652634914535,2,49
142,A,6138.224849707116,2,45
143,A,6144.2055288382835,2,45
144,A,6134.297050436176,2,43
145,A,6178.294728640332,2,30
146,A,6136.482115634313,2,44
147,A,6145.827232850367,2,37
148,A,6144.6173990855295,2,39
149,A,6144.526614929754,2,53
150,A,6135.563547267479,2,46
151,A,6156.336116043824,2,45
152,A,6148.8311954968285,2,37
153,A,6138.1836355187015,2,48
154,A,6145.925448100341,2,39
155,A,6185.589186212913,2,41
156,A,6143.747514357908,2,49
157,A,6141.39502795943,2,41
158,A,6138.823089711994,2,42
159,A,6162.923358534724,2,37
160,A,6148.698400222859,2,36
161,A,6141.770556357362,2,45
162,A,6136.7279137636915,2,45
163,A,6135.595844981572,2,45
164,A,6142.083861841301,2,36
165,A,6141.035797487535,2,43
166,A,6140.600619447819,2,43
167,A,6148.380656610588,2,50
168,A,6135.184097453456,2,41
169,A,6158.9127424533,2,30
170,A,6138.814299559683,2,39
171,A,6143.460465189942,2,39
172,A,6149.345445705145,2,34
173,A,6140.099976619034,2,48
174,A,6143.751131141476,2,42
175,A,6166.626674738963,2,36
176,A,6132.646836645567,2,45
177,A,6136.21156909,2,45
178,A,6138.05616195907,2,42
179,A,6141.5156653178165,2,45
180,A,6139.350064627615,2,40
181,A,6147.1568325624985,2,46
182,A,6139.440241121454,2,41
183,A,6173.2157148275755,2,46
184,A,6153.785923449861,2,39
185,A,6143.852812605641,2,47
186,A,6144.388539359054,2,52
187,A,6137.816662030216,2,51
188,A,6138.095758382276,2,42
189,A,6135.6061380978845,2,38
190,A,6138.370731726218,2,48
191,A,6140.881699138794,2,36
192,A,6145.7423057311635,2,38
193,A,6147.091311609766,2,48
194,A,6150.139081359265,2,54
195,A,6136.478222205435,2,45
196,A,6147.155753860654,2,35
197,A,6134.8237560955,2,46
198,A,6142.293203099087,2,51
199,A,6204.369107176699,2,27
200,A,6184.215606882166,2,31
201,A,6135.210371092744,2,48
202,A,6139.201685205463,2,40
203,A,6141.0298479212515,2,53
204,A,6142.894072381787,2,39
205,A,6152.4484289317825,2,41
206,A,6143.525654305212,2,54
207,A,6143.427202766867,2,47
208,A,6132.781446858749,2,43
209,A,6147.115536275181,2,45
210,A,6140.378301037809,2,41
211,A,6145.833706634281,2,51
212,A,6137.996582530452,2,45
213,A,6185.643623950588,2,39
214,A,6142.810121724044,2,36
215,A,6142.294175573745,2,53
216,A,6142.643835088011,2,53
217,A,6170.555971237687,2,36
218,A,6132.377956390194,2,46
219,A,6137.092323805822,2,39
220,A,6136.4329299500105,2,42
221,A,6143.338726676994,2,40
222,A,6141.290817334052,2,45
223,A,6143.3516606025305,2,54
224,A,6144.869401937907,2,36
225,A,6161.132728588719,2,45
226,A,6145.816215118535,2,42
227,A,6136.921597786522,2,45
228,A,6147.481839351674,2,40
229,A,6133.108602671543,2,45
230,A,6149.716028122749,2,34
231,A,6148.337817721646,2,38
232,A,6144.527961229472,2,39
233,A,6135.884892697969,2,48
234,A,6144.950702732603,2,52
235,A,6141.545223510796,2,48
236,A,6159.631176106964,2,44
237,A,6138.7292972281175,2,51
238,A,6184.229377935442,2,30
239,A,6165.893415161642,2,39
240,A,6137.993793360159,2,44
241,A,6147.2558868808055,2,42
242,A,6136.5047117705035,2,46
243,A,6138.678481640118,2,42
244,A,6161.14034067265,2,33
245,A,6136.101494950586,2,48
246,A,6132.074938860233,2,47
247,A,6140.9390144691315,2,39
248,A,6151.096087433924,2,35
249,A,6138.797776420638,2,53
250,A,6145.460164815197,2,38
251,A,6168.051192463983,2,48
252,A,6139.96567582743,2,53
253,A,6152.5026086542985,2,33
254,A,6143.315813719426,2,45
255,A,6146.526568053947,2,57
256,A,6145.249778220153,2,36
257,A,6151.343982812971,2,47
258,A,6153.602586039947,2,50
259,A,6136.734956911312,2,48
260,A,6134.603600752716,2,48
261,A,6139.939348694929,2,39
262,A,6144.504768808964,2,51
263,A,6141.039429372738,2,39
264,A,6155.542867389005,2,48
265,A,6138.877887726906,2,50
266,A,6151.993645952449,2,32
267,A,6139.296389806192,2,40
268,A,6137.529851120933,2,45
269,A,6142.216574166672,2,51
270,A,6140.409595280721,2,52
271,A,6138.26910898738,2,38
272,A,6212.455365568244,2,27
273,A,6144.157191414978,2,42
274,A,6134.921831821643,2,45
275,A,6154.7119100360205,2,35
276,A,6138.156441445603,2,47
277,A,6141.360859217295,2,45
278,A,6154.82775634572,2,47
279,A,6144.959123815874,2,36
280,A,6157.860364334244,2,38
281,A,6144.995608939491,2,52
282,A,6135.2073274688455,2,48
283,A,6134.187000520259,2,41
284,A,6146.195549272468,2,51
285,A,6143.60370666864,2,42
286,A,6142.887366631936,2,39
287,A,6182.364910528505,2,31
288,A,6138.094164135886,2,46
289,A,6134.494934077325,2,48
290,A,6141.625716510576,2,37
291,A,6137.794948525933,2,48
292,A,6149.431167231509,2,48
293,A,6134.716166736725,2,48
294,A,6131.14531038867,2,42
295,A,6156.851480070642,2,39
296,A,6142.739626353557,2,36
297,A,6168.841843553613,2,40
298,A,6140.922067776626,2,43
299,A,6169.192721371907,2,30
300,A,6156.9943642747185,2,53
301,A,6131.812375484235,2,48
302,A,6157.192435462464,2,32
303,A,6180.155001636432,2,26
304,A,6138.844800096473,2,45
305,A,6141.58546113762,2,48
306,A,6144.314007783751,2,36
307,A,6147.731692278175,2,34
308,A,6161.830267315257,2,48
309,A,6193.799253261565,2,47
310,A,6144.012111579694,2,48
311,A,6136.918739386324,2,48
312,A,6164.5337320439285,2,51
313,A,6146.6350123112325,2,54
314,A,6134.565244813365,2,45
315,A,6150.393017620118,2,33
316,A,6133.592643575351,2,45
317,A,6137.624630722054,2,45
318,A,6139.0170194853135,2,39
319,A,6142.50561308302,2,41
320,A,6135.615766637665,2,45
321,A,6163.832029344001,2,29
322,A,6136.398332426107,2,48
323,A,6139.556367403427,2,36
324,A,6142.901464564263,2,39
325,A,6146.064608105364,2,42
326,A,6143.017280385364,2,37
327,A,6139.310041518302,2,47
328,A,6147.679977987127,2,37
329,A,6150.300848605781,2,46
330,A,6157.199792058085,2,33
331,A,6133.55901390202,2,51
332,A,6144.215650839277,2,42
333,A,6144.759289526697,2,43
334,A,6147.787125252085,2,34
335,A,6134.604258607051,2,48
336,A,6142.459993244069,2,42
337,A,6159.012305613251,2,60
338,A,6134.671068377686,2,45
339,A,6139.044820030753,2,39
340,A,6130.91773120052,2,47
341,A,6166.363610989393,2,33
342,A,6148.159629506699,2,48
343,A,6145.075697402372,2,51
344,A,6164.498941842756,2,40
345,A,6133.30913592398,2,42
346,A,6136.979239518882,2,41
347,A,6132.5241570795915,2,43
348,A,6200.0364655615085,2,24
349,A,6145.443226103184,2,54
350,A,6146.672573459771,2,43
351,A,6141.129150854736,2,48
352,A,6150.350380732821,2,57
353,A,6139.960648730499,2,48
354,A,6175.949269007741,2,45
355,A,6136.841139808405,2,48
356,A,6140.094730683818,2,52
357,A,6144.264461368925,2,50
358,A,6137.012027122998,2,48
359,A,6148.163608562521,2,47
360,A,6159.975101254988,2,39
361,A,6140.176622469505,2,45
362,A,6141.165404156279,2,51
363,A,6158.111938941336,2,36
364,A,6170.659581755277,2,48
365,A,6153.14209716822,2,32
366,A,6133.256333846554,2,43
367,A,6135.947663574815,2,45
368,A,6137.813842989815,2,54
369,A,6133.452418000708,2,45
370,A,6139.441985531577,2,39
371,A,6185.950509386091,2,39
372,A,6137.662628414016,2,45
373,A,6135.731457535456,2,43
374,A,6139.159081538418,2,45
375,A,6156.157376741924,2,34
376,A,6186.263170820248,2,39
377,A,6149.284825424185,2,42
378,A,6135.552123101692,2,40
379,A,6146.440392364124,2,47
380,A,6135.6320392413845,2,45
381,A,6138.142375727822,2,44
382,A,6159.759409270043,2,40
383,A,6162.1585203437535,2,41
384,A,6145.016983910742,2,39
385,A,6139.8005399650065,2,45
386,A,6138.342758169277,2,44
387,A,6172.740132961888,2,43
388,A,6146.74235963057,2,57
389,A,6157.9244651305935,2,46
390,A,6143.377208550701,2,42
391,A,6150.695487947893,2,47
392,A,6142.85294542889,2,44
393,A,6152.414689317196,2,33
394,A,6149.28668227831,2,54
395,A,6137.257906828025,2,45
396,A,6145.261327656627,2,42
397,A,6149.593957317218,2,53
398,A,6128.168967563385,2,45
399,A,6145.778204598936,2,50
400,A,6137.898013193386,2,48
401,A,6160.333478859469,2,30
402,A,6181.028210897566,2,39
403,A,6143.686696431752,2,51
404,A,6160.866129108108,2,36
405,A,6141.710738277156,2,50
406,A,6164.146298806261,2,30
407,A,6130.626007454791,2,48
408,A,6145.979290827229,2,52
409,A,6132.634890399908,2,45
410,A,6132.998505359947,2,46
411,A,6139.846648568261,2,51
412,A,6139.121670929885,2,45
413,A,6160.363033393409,2,30
414,A,6144.485360488428,2,42
415,A,6141.960454128365,2,45
416,A,6138.584763337047,2,40
417,A,6135.584218818048,2,42
418,A,6145.294235557831,2,53
419,A,6145.913184799312,2,51
420,A,6133.6948296340815,2,48
421,A,6137.761708369508,2,39
422,A,6134.012316403722,2,44
423,A,6133.961307591041,2,51
424,A,6138.443589372862,2,45
425,A,6175.866672618798,2,36
426,A,6134.940824369707,2,42
427,A,6154.617966203199,2,41
428,A,6144.132661427658,2,42
429,A,6145.256281745988,2,42
430,A,6161.716920360823,2,53
431,A,6131.5419631559425,2,42
432,A,6141.167551316944,2,45
433,A,6151.727346193771,2,35
434,A,6145.375273669071,2,37
435,A,6139.619974327554,2,42
436,A,6134.355581134716,2,42
437,A,6155.695511476301,2,59
438,A,6143.383516761249,2,39
439,A,6136.0017159363915,2,48
440,A,6152.74247482978,2,36
441,A,6153.878659685333,2,42
442,A,6143.512009157776,2,39
443,A,6135.76519447888,2,42
444,A,6138.448937253863,2,48
445,A,6147.417610751384,2,42
446,A,6130.9647208228525,2,45
447,A,6143.868385649129,2,46
448,A,6143.065585249536,2,38
449,A,6134.787086692915,2,42
450,A,6134.08168231357,2,48
451,A,6137.931670460894,2,45
452,A,6140.62373138422,2,51
453,A,6143.638452992944,2,53
454,A,6151.228013524747,2,39
455,A,6147.014112844264,2,42
456,A,6154.071836961158,2,36
457,A,6133.396753340833,2,42
458,A,6141.2563497169385,2,37
459,A,6140.125636210872,2,48
460,A,6141.1508211666205,2,39
461,A,6142.187763308383,2,39
462,A,6158.466806105552,2,47
463,A,6136.52109715742,2,42
464,A,6157.760211710854,2,55
465,A,6150.193910952354,2,39
466,A,6141.901359698497,2,45
467,A,6156.537971115498,2,39
468,A,6138.640191703817,2,42
469,A,6148.700820542111,2,48
470,A,6133.649072111859,2,42
471,A,6145.038089357416,2,36
472,A,6169.164058591205,2,33
473,A,6157.177233637504,2,36
474,A,6176.9325165471155,2,30
475,A,6145.749564303943,2,42
476,A,6141.950082832826,2,42
477,A,6138.777043676718,2,48
478,A,6138.597629157791,2,41
479,A,6140.465763555254,2,41
480,A,6153.369810764217,2,58
481,A,6142.026757011013,2,40
482,A,6144.708716611076,2,51
483,A,6150.601889103822,2,36
484,A,6135.4960395176995,2,48
485,A,6138.4791984650155,2,48
486,A,6147.1735571754725,2,51
487,A,6140.869079159332,2,51
488,A,6139.770690687243,2,43
489,A,6134.241465562811,2,45
490,A,6135.013003898467,2,41
491,A,6142.726612855987,2,53
492,A,6134.482431468567,2,39
493,A,6133.495506892676,2,45
494,A,6145.197187729089,2,45
495,A,6139.274399156916,2,51
496,A,6136.291348505849,2,39
497,A,6139.1279427584395,2,49
498,A,6148.759723156713,2,42
499,A,6149.724674771,2,39
500,A,6163.256026936938,2,36
501,A,6131.642293529542,2,52
502,A,6159.616156833915,2,36
503,A,6151.1500188847,2,46
504,A,6150.845551748123,2,37
505,A,6142.827179377433,2,45
506,A,6161.5664755330745,2,38
507,A,6138.392942029422,2,49
508,A,6140.858669476779,2,45
509,A,6137.279748653834,2,48
510,A,6144.787851906128,2,55
511,A,6134.078389630319,2,45
512,A,6162.201197802049,2,35
513,A,6157.473108634524,2,42
514,A,6145.180693115032,2,39
515,A,6154.299016801734,2,33
516,A,6137.389281988945,2,48
517,A,6145.781797516522,2,45
518,A,6155.5106777043375,2,36
519,A,6139.368700077444,2,47
520,A,6144.44206900022,2,55
521,A,6160.293102180783,2,33
522,A,6179.595090364296,2,46
523,A,6139.098368343407,2,45
524,A,6153.908947766115,2,39
525,A,6151.2618498704405,2,42
526,A,6143.283425068541,2,37
527,A,6138.105240029474,2,52
528,A,6144.481599728204,2,42
529,A,6134.61686540116,2,39
530,A,6140.630793907473,2,42
531,A,6140.303628135854,2,47
532,A,6149.964264080523,2,54
533,A,6175.730678427111,2,35
534,A,6151.337348496707,2,37
535,A,6138.3349480753695,2,46
536,A,6137.5555564300175,2,45
537,A,6141.469485337234,2,48
538,A,6138.699471084425,2,51
539,A,6155.811971757599,2,52
540,A,6164.300765281529,2,33
541,A,6148.721039230491,2,45
542,A,6142.464325856813,2,40
543,A,6141.990481518961,2,48
544,A,6165.638367335472,2,47
545,A,6159.975451819993,2,42
546,A,6140.900695797087,2,42
547,A,6142.496727524991,2,43
548,A,6143.136038051418,2,35
549,A,6165.55762528024,2,33
550,A,6143.508317649766,2,39
551,A,6145.2700506528345,2,53
552,A,6133.668269289792,2,45
553,A,6135.056757970472,2,48
554,A,6141.4910097096235,2,41
555,A,6141.149003130394,2,39
556,A,6144.067402933163,2,36
557,A,6139.344913211918,2,36
558,A,6137.226379208002,2,51
559,A,6131.077276393207,2,45
560,A,6156.547621604471,2,42
561,A,6139.241994714645,2,39
562,A,6152.24960387092,2,43
563,A,6150.574085306558,2,42
564,A,6143.722210906477,2,36
565,A,6148.473653597703,2,41
566,A,6141.777181964075,2,54
567,A,6197.735779530089,2,27
568,A,6155.852569260286,2,57
569,A,6142.414270060742,2,48
570,A,6163.70607439149,2,32
571,A,6145.130115920137,2,35
572,A,6150.828646460361,2,48
573,A,6135.041806798507,2,42
574,A,6148.295239533633,2,45
575,A,6162.722977831582,2,30
576,A,6145.479229032702,2,39
577,A,6138.158220243928,2,48
578,A,6145.551018467596,2,45
579,A,6139.9131173558835,2,51
580,A,6141.084031441676,2,39
581,A,6147.151756750462,2,54
582,A,6149.584426013628,2,43
583,A,6156.100355920904,2,47
584,A,6143.683184046084,2,35
585,A,6145.381590034581,2,47
586,A,6151.915184435748,2,54
587,A,6139.094175098224,2,37
588,A,6170.758978478314,2,31
589,A,6151.309312607872,2,56
590,A,6140.959711677914,2,47
591,A,6151.968680406069,2,39
592,A,6139.565883219417,2,48
593,A,6137.4553900385135,2,45
594,A,6144.827076740307,2,51
595,A,6149.34345449071,2,48
596,A,6141.865177434842,2,42
597,A,6145.147611460762,2,43
598,A,6144.039901627149,2,51
599,A,6134.570674058476,2,45
600,A,6137.495787947708,2,48
601,A,6150.42082348104,2,45
602,A,6142.963620956754,2,42
603,A,6140.46197597273,2,50
604,A,6135.958689913416,2,43
605,A,6153.235278160026,2,53
606,A,6146.734731881717,2,56
607,A,6132.56946943709,2,42
608,A,6155.290299038284,2,50
609,A,6146.479505670066,2,36
610,A,6149.478187743797,2,56
611,A,6134.077812625468,2,45
612,A,6134.093249086458,2,48
613,A,6143.904677276046,2,51
614,A,6146.8045255696015,2,42
615,A,6141.880841311278,2,36
616,A,6174.917869604426,2,64
617,A,6150.413496043428,2,45
618,A,6155.027099954343,2,53
619,A,6142.136887851379,2,42
620,A,6170.779822791066,2,33
621,A,6138.645957423882,2,51
622,A,6154.00251554281,2,39
623,A,6136.850022263585,2,48
624,A,6134.886771240186,2,41
625,A,6150.636877191395,2,46
626,A,6140.134256725163,2,43
627,A,6186.353203561596,2,39
628,A,6135.967937369456,2,42
629,A,6143.833107974261,2,39
630,A,6141.41537619894,2,42
631,A,6135.155131163949,2,43
632,A,6158.401943485668,2,42
633,A,6137.785099520924,2,43
634,A,6178.75712287037,2,39
635,A,6142.970802278909,2,42
636,A,6176.060679346776,2,30
637,A,6140.823146934542,2,43
638,A,6157.091107400627,2,37
639,A,6134.3905694796895,2,45
640,A,6143.972702493014,2,54
641,A,6158.448024483777,2,42
642,A,6140.18192582611,2,52
643,A,6143.627410062179,2,42
644,A,6145.503792058171,2,37
645,A,6143.901237360458,2,37
646,A,6134.3122460985805,2,45
647,A,6159.785150449224,2,33
648,A,6133.93349927901,2,42
649,A,6139.341317300695,2,46
650,A,6136.266272279677,2,48
651,A,6139.577873371999,2,43
652,A,6140.698922372249,2,36
653,A,6136.985189278829,2,42
654,A,6141.216318160835,2,42
655,A,6135.727156988232,2,46
656,A,6142.293346410235,2,48
657,A,6134.91596311111,2,43
658,A,6149.414863935863,2,41
659,A,6154.316219901171,2,41
660,A,6142.731283986671,2,47
661,A,6144.227241175619,2,42
662,A,6140.341892995998,2,46
663,A,6142.673630161413,2,45
664,A,6135.012181526397,2,45
665,A,6152.184717169529,2,45
666,A,6139.733585645521,2,36
667,A,6139.447011695486,2,45
668,A,6146.286805347456,2,38
669,A,6141.120921056853,2,56
670,A,6143.86041556753,2,45
671,A,6140.591821599924,2,39
672,A,6140.021937913973,2,48
673,A,6136.394846157708,2,49
674,A,6135.093564915332,2,39
675,A,6142.93273158585,2,42
676,A,6159.594295188009,2,42
677,A,6143.374021046965,2,54
678,A,6138.38196121237,2,51
679,A,6137.087397938521,2,46
680,A,6132.977501296567,2,46
681,A,6147.96741695868,2,42
682,A,6159.800488734939,2,56
683,A,6143.077398478144,2,39
684,A,6142.756537125742,2,42
685,A,6140.916583176094,2,49
686,A,6141.981483955414,2,51
687,A,6174.230226442263,2,27
688,A,6146.7720542668385,2,45
689,A,6139.763179025885,2,36
690,A,6142.59625639851,2,46
691,A,6132.817515259853,2,42
692,A,6156.3932173039075,2,34
693,A,6133.864773562112,2,39
694,A,6160.800701184056,2,30
695,A,6177.5722017249145,2,34
696,A,6150.027236732057,2,48
697,A,6145.621338798652,2,44
698,A,6133.698612945008,2,43
699,A,6140.557603725675,2,48
700,A,6164.888800064686,2,30
701,A,6139.182677744811,2,39
702,A,6134.798274765291,2,43
703,A,6138.461618688374,2,41
704,A,6142.026766655533,2,51
705,A,6136.174928977937,2,42
706,A,6147.054932362462,2,45
707,A,6155.396047003812,2,36
708,A,6153.811297708152,2,52
709,A,6140.363094440882,2,48
710,A,6156.491096635776,2,33
711,A,6166.781953565809,2,30
712,A,6135.788004785807,2,41
713,A,6145.48018874987,2,36
714,A,6152.117844687202,2,46
715,A,6156.106631230475,2,42
716,A,6162.702161012936,2,48
717,A,6163.466820644627,2,36
718,A,6137.129520278815,2,46
719,A,6144.931859202026,2,36
720,A,6139.016604982262,2,40
721,A,6136.1089429745425,2,51
722,A,6170.448562689593,2,27
723,A,6137.716977570247,2,48
724,A,6140.584172441907,2,45
725,A,6134.8048686630855,2,48
726,A,6155.25507030808,2,37
727,A,6140.8772151622925,2,41
728,A,6146.214358556492,2,42
729,A,6141.761810276041,2,42
730,A,6145.414711539458,2,36
731,A,6136.729053898055,2,51
732,A,6144.892495004864,2,48
733,A,6164.618890054327,2,34
734,A,6156.673686316188,2,54
735,A,6136.926181311267,2,48
736,A,6149.3270263209315,2,53
737,A,6142.088468187192,2,41
738,A,6141.054577520653,2,44
739,A,6139.665466584431,2,43
740,A,6148.771426615967,2,33
741,A,6134.975660643766,2,45
742,A,6142.387406164403,2,53
743,A,6154.385738444521,2,36
744,A,6162.8307507305735,2,45
745,A,6161.796560474797,2,36
746,A,6143.75457898482,2,54
747,A,6134.521239189833,2,49
748,A,6139.714119635757,2,44
749,A,6130.9702223639,2,45
750,A,6145.818565384994,2,46
751,A,6146.762046696627,2,54
752,A,6158.286165358104,2,34
753,A,6139.494565719137,2,42
754,A,6142.286570964827,2,43
755,A,6140.153315131963,2,52
756,A,6146.7129680156495,2,51
757,A,6159.0334958093745,2,34
758,A,6138.393619886414,2,48
759,A,6150.990104693979,2,33
760,A,6136.531165106338,2,51
761,A,6158.013456889363,2,50
762,A,6138.64116946033,2,48
763,A,6155.718643153265,2,33
764,A,6139.586610393406,2,39
765,A,6138.08591115229,2,47
766,A,6136.514817573262,2,45
767,A,6140.406368904078,2,39
768,A,6139.73625506371,2,48
769,A,6147.094805295267,2,45
770,A,6145.7460318735975,2,50
771,A,6161.832497220766,2,57
772,A,6148.653865857825,2,41
773,A,6134.961779010637,2,43
774,A,6154.4634587434275,2,43
775,A,6138.417481804535,2,42
776,A,6147.554382039254,2,45
777,A,6144.811469175416,2,44
778,A,6139.584464307788,2,51
779,A,6139.753933569411,2,45
780,A,6148.222049648286,2,45
781,A,6139.921993825033,2,42
782,A,6146.2312326846995,2,38
783,A,6134.839094902182,2,46
784,A,6136.587711045206,2,50
785,A,6149.726548798643,2,33
786,A,6148.806897059534,2,42
787,A,6133.717736822378,2,39
788,A,6137.363226717514,2,45
789,A,6150.946888437196,2,44
790,A,6158.652635721072,2,36
791,A,6157.737808313818,2,40
792,A,6135.714092956368,2,48
793,A,6135.1052092400305,2,49
794,A,6158.8504188371735,2,33
795,A,6135.472570444861,2,45
796,A,6133.623368480746,2,42
797,A,6134.9549593838665,2,45
798,A,6144.36162430944,2,45
799,A,6136.133244941688,2,48
800,A,6135.407184733815,2,42
801,A,6148.437249152897,2,44
802,A,6160.9958043579345,2,32
803,A,6143.990786246692,2,38
804,A,6162.1747343744,2,40
805,A,6135.454673028169,2,45
806,A,6158.002516769241,2,35
807,A,6130.370612038518,2,48
808,A,6139.240376161499,2,37
809,A,6141.348520550477,2,44
810,A,6139.498867193213,2,48
811,A,6137.457471308039,2,51
812,A,6146.267692659119,2,47
813,A,6134.249498893211,2,46
814,A,6186.672905030741,2,33
815,A,6133.691368271807,2,42
816,A,6153.044166939691,2,33
817,A,6133.711097578907,2,46
818,A,6147.563940333373,2,42
819,A,6142.10916755958,2,52
820,A,6135.207758808829,2,39
821,A,6133.619191592263,2,42
822,A,6138.157382643681,2,39
823,A,6140.378235557447,2,48
824,A,6133.430840929198,2,43
825,A,6148.867726602128,2,53
826,A,6136.158941863452,2,51
827,A,6141.529135381877,2,43
828,A,6136.380101520326,2,45
829,A,6147.159499670895,2,51
830,A,6138.625004034168,2,52
831,A,6144.5012471509335,2,48
832,A,6137.229333199316,2,45
833,A,6150.981510205978,2,40
834,A,6187.057486492395,2,37
835,A,6136.400877151288,2,43
836,A,6177.731631909149,2,37
837,A,6132.884843773977,2,39
838,A,6135.024706344175,2,49
839,A,6133.253372401865,2,39
840,A,6152.929559921285,2,41
841,A,6142.152208961444,2,38
842,A,6158.389507170491,2,31
843,A,6154.5284753650685,2,42
844,A,6139.579481401509,2,43
845,A,6147.442565892226,2,47
846,A,6148.956010371987,2,46
847,A,6149.165639083013,2,42
848,A,6143.817047807142,2,42
849,A,6144.672085355556,2,39
850,A,6155.104510416007,2,57
851,A,6151.18734168679,2,41
852,A,6137.933173632439,2,45
853,A,6143.2630775640555,2,42
854,A,6140.755023489815,2,42
855,A,6176.072052616284,2,34
856,A,6143.927253597599,2,45
857,A,6146.094444970302,2,44
858,A,6140.35366698993,2,40
859,A,6138.658995508476,2,51
860,A,6143.835954460503,2,55
861,A,6146.143305705361,2,42
862,A,6142.0900419784775,2,42
863,A,6143.014343842476,2,38
864,A,6143.582709960415,2,50
865,A,6137.664310203271,2,50
