sim_index,strategy,total_time_s,pit_stop_count,sc_laps
40726,A,6140.225470433878,2,48
40727,A,6159.880946017256,2,42
40728,A,6138.307943542307,2,44
40729,A,6153.627006972557,2,39
40730,A,6137.385940017291,2,50
40731,A,6135.178832504009,2,48
40732,A,6136.645936060186,2,46
40733,A,6136.050602921545,2,42
40734,A,6161.263460728956,2,42
40735,A,6137.137474389507,2,48
40736,A,6134.2964146555305,2,43
40737,A,6175.020935766689,2,42
40738,A,6135.418089176114,2,43
40739,A,6136.4915823624315,2,45
40740,A,6167.506636573923,2,32
40741,A,6134.902255242009,2,45
40742,A,6158.156233174323,2,38
40743,A,6150.670840898028,2,45
40744,A,6148.27603822736,2,54
40745,A,6139.9205161618465,2,40
40746,A,6148.893244642273,2,42
40747,A,6198.8716152547095,2,25
40748,A,6138.49745440701,2,51
40749,A,6137.69080174537,2,51
40750,A,6152.484256478536,2,38
40751,A,6141.521809261139,2,54
40752,A,6159.082633055386,2,30
40753,A,6149.414861591299,2,34
40754,A,6138.551799550758,2,46
40755,A,6146.505311392653,2,41
40756,A,6137.804992192822,2,40
40757,A,6138.051664480525,2,46
40758,A,6142.730428385914,2,50
40759,A,6179.982950926959,2,39
40760,A,6139.548621950726,2,37
40761,A,6151.633093611349,2,48
40762,A,6136.660800325172,2,42
40763,A,6135.403299370136,2,44
40764,A,6135.850931799757,2,42
40765,A,6131.824456262978,2,39
40766,A,6152.33735485599,2,36
40767,A,6144.6051099068445,2,42
40768,A,6152.430765398404,2,37
40769,A,6150.985548616151,2,30
40770,A,6150.369462968222,2,33
40771,A,6143.264550957293,2,48
40772,A,6137.4722617460775,2,47
40773,A,6136.231113233157,2,42
40774,A,6138.005317790676,2,42
40775,A,6139.851307624595,2,47
40776,A,6139.446669992124,2,45
40777,A,6146.151172643732,2,36
40778,A,6138.617794344144,2,51
40779,A,6156.753014147828,2,45
40780,A,6150.971766274323,2,57
40781,A,6207.770183819508,2,43
40782,A,6146.418253333781,2,44
40783,A,6144.021890744949,2,48
40784,A,6137.480447223837,2,46
40785,A,6161.873498136145,2,36
40786,A,6135.079632877803,2,48
40787,A,6137.82422574332,2,44
40788,A,6141.726501999549,2,42
40789,A,6143.649128957903,2,39
40790,A,6141.64271538231,2,50
40791,A,6150.526579504229,2,41
40792,A,6139.689876048231,2,47
40793,A,6131.00168489184,2,45
40794,A,6139.453248330735,2,48
40795,A,6130.66864333557,2,42
40796,A,6149.919467947232,2,57
40797,A,6144.160351226143,2,42
40798,A,6144.982022919532,2,37
40799,A,6135.663709901553,2,44
40800,A,6156.128579796959,2,43
40801,A,6166.394650329019,2,35
40802,A,6146.392070292943,2,36
40803,A,6134.84182931673,2,48
40804,A,6134.630135107635,2,42
40805,A,6144.98166804497,2,48
40806,A,6134.451147566308,2,48
40807,A,6155.392243666957,2,45
40808,A,6136.343008041962,2,49
40809,A,6169.162521355899,2,41
40810,A,6136.369732746084,2,38
40811,A,6144.700775950925,2,48
40812,A,6176.128774166993,2,33
40813,A,6134.7966442081315,2,48
40814,A,6150.791291420187,2,39
40815,A,6130.84120895044,2,45
40816,A,6151.517210070942,2,39
40817,A,6141.736338950039,2,51
40818,A,6142.7303525700145,2,49
40819,A,6141.512932717219,2,39
40820,A,6136.934815508775,2,45
40821,A,6139.256545913172,2,42
40822,A,6145.908443093502,2,45
40823,A,6135.118162184855,2,42
40824,A,6141.771251245026,2,36
40825,A,6135.506835854554,2,47
40826,A,6134.161082779481,2,44
40827,A,6149.8503242900415,2,47
40828,A,6135.807610832577,2,39
40829,A,6135.1054768359,2,42
40830,A,6148.286466381724,2,50
40831,A,6139.973471938918,2,48
40832,A,6140.136571577351,2,42
40833,A,6147.091308864738,2,48
40834,A,6143.887532035625,2,45
40835,A,6135.001217896385,2,42
40836,A,6158.715310522891,2,52
40837,A,6142.421830558168,2,36
40838,A,6166.389519583865,2,33
40839,A,6151.57565766561,2,36
40840,A,6143.4583455168,2,39
40841,A,6150.983019262511,2,33
40842,A,6138.939672241909,2,40
40843,A,6146.270465374057,2,44
40844,A,6146.441226287248,2,48
40845,A,6138.508258428549,2,43
40846,A,6134.009252481654,2,45
40847,A,6153.88552723342,2,45
40848,A,6149.861589188604,2,42
40849,A,6141.615985362532,2,41
40850,A,6152.218686679975,2,36
40851,A,6140.904319251259,2,48
40852,A,6135.614322789138,2,45
40853,A,6146.208980522259,2,36
40854,A,6137.119801252753,2,45
40855,A,6143.220456655333,2,36
40856,A,6141.699117560675,2,45
40857,A,6159.876602135966,2,45
40858,A,6159.445212145254,2,48
40859,A,6153.834707376557,2,45
40860,A,6135.9743960825635,2,48
40861,A,6148.815904569073,2,45
40862,A,6129.7459146158935,2,48
40863,A,6138.852070206112,2,42
40864,A,6149.296721279302,2,42
40865,A,6156.216142435762,2,43
40866,A,6141.81953294143,2,39
40867,A,6144.285303141371,2,39
40868,A,6145.598569748886,2,42
40869,A,6136.788621910797,2,42
40870,A,6139.639287708761,2,50
40871,A,6182.704807920148,2,35
40872,A,6145.998617956293,2,36
40873,A,6134.195197877648,2,45
40874,A,6141.806957211717,2,46
40875,A,6142.217830587906,2,37
40876,A,6143.694427247253,2,42
40877,A,6157.549469400084,2,41
40878,A,6142.784450065686,2,40
40879,A,6144.80022404172,2,46
40880,A,6135.8458754630165,2,48
40881,A,6156.941248424169,2,56
40882,A,6137.193352188212,2,49
40883,A,6138.193745262549,2,50
40884,A,6142.952946701672,2,41
40885,A,6132.293801387641,2,47
40886,A,6141.039685026177,2,51
40887,A,6135.011688023985,2,45
40888,A,6133.736927705724,2,42
40889,A,6147.215995854666,2,48
40890,A,6147.494376466732,2,39
40891,A,6139.805977910208,2,46
40892,A,6149.637838870886,2,51
40893,A,6151.3080695537365,2,42
40894,A,6144.57230431786,2,51
40895,A,6166.5659413402345,2,40
40896,A,6132.656417790895,2,48
40897,A,6138.584404036971,2,48
40898,A,6158.811271852463,2,33
40899,A,6140.470686257509,2,42
40900,A,6146.386101201654,2,46
40901,A,6139.270341288678,2,42
40902,A,6134.568506851739,2,47
40903,A,6135.319102324368,2,46
40904,A,6134.678738155775,2,42
40905,A,6148.790094103086,2,36
40906,A,6148.716214788353,2,36
40907,A,6142.930437578956,2,51
40908,A,6139.261911246121,2,48
40909,A,6137.502488495015,2,48
40910,A,6146.916876410397,2,52
40911,A,6144.723336898348,2,45
40912,A,6141.49320934885,2,39
40913,A,6147.283565521892,2,33
40914,A,6145.13268652193,2,44
40915,A,6146.91243102899,2,38
40916,A,6143.78728136762,2,40
40917,A,6142.4483006332775,2,53
40918,A,6162.509535768073,2,45
40919,A,6178.498393136101,2,28
40920,A,6144.986126552132,2,36
40921,A,6138.560684183189,2,51
40922,A,6138.6590702762915,2,47
40923,A,6148.3404374132715,2,56
40924,A,6140.195076899979,2,47
40925,A,6166.486379571217,2,36
40926,A,6156.86098001575,2,40
40927,A,6141.388642061009,2,37
40928,A,6144.793885510593,2,44
40929,A,6167.130139843177,2,32
40930,A,6149.4271161674515,2,53
40931,A,6132.524108344168,2,46
40932,A,6151.496020041003,2,57
40933,A,6139.948238634902,2,50
40934,A,6182.177123192655,2,33
40935,A,6145.4060503441515,2,45
40936,A,6152.618600238632,2,36
40937,A,6159.176698418163,2,45
40938,A,6135.288130586661,2,41
40939,A,6139.25690518066,2,42
40940,A,6139.995608633901,2,42
40941,A,6151.695390026575,2,39
40942,A,6159.076872441544,2,33
40943,A,6156.2793944524155,2,33
40944,A,6135.863435739249,2,45
40945,A,6135.133814893994,2,42
40946,A,6145.2234386650725,2,39
40947,A,6154.418261731695,2,52
40948,A,6142.062636530231,2,40
40949,A,6142.0866295478245,2,39
40950,A,6137.854898101699,2,43
40951,A,6148.829009473479,2,42
40952,A,6135.43159781653,2,45
40953,A,6147.2307273297765,2,36
40954,A,6142.776834361061,2,48
40955,A,6145.253890024343,2,46
40956,A,6148.423023241212,2,37
40957,A,6141.787985936688,2,45
40958,A,6145.654811205394,2,45
40959,A,6141.244365058528,2,39
40960,A,6143.768920478201,2,42
40961,A,6136.114120512056,2,48
40962,A,6145.1465252658245,2,45
40963,A,6155.341723852355,2,42
40964,A,6133.818509410138,2,48
40965,A,6137.855475303021,2,39
40966,A,6139.984655553278,2,48
40967,A,6138.37511386495,2,43
40968,A,6134.7548495037345,2,45
40969,A,6141.1746552688655,2,39
40970,A,6166.006446510962,2,33
40971,A,6136.263700464397,2,48
40972,A,6141.817058079794,2,50
40973,A,6151.586383083065,2,47
40974,A,6135.690395216647,2,48
40975,A,6150.2935224251605,2,36
40976,A,6143.761212378951,2,45
40977,A,6151.60989446723,2,39
40978,A,6144.249041190282,2,38
40979,A,6136.704597437585,2,39
40980,A,6135.001396049393,2,49
40981,A,6134.764605465433,2,39
40982,A,6155.5686121856315,2,39
40983,A,6136.16889888638,2,51
40984,A,6149.947240378448,2,51
40985,A,6138.291422685591,2,45
40986,A,6146.444147022978,2,54
40987,A,6138.443992129557,2,42
40988,A,6156.684028234156,2,46
40989,A,6143.4724628232125,2,46
40990,A,6145.488278557905,2,51
40991,A,6163.07500632263,2,34
40992,A,6135.809644242021,2,39
40993,A,6140.8914689613675,2,40
40994,A,6143.628855089222,2,42
40995,A,6133.330244188536,2,42
40996,A,6137.717191523804,2,48
40997,A,6148.855686589552,2,45
40998,A,6147.489871124689,2,42
40999,A,6144.271577410655,2,42
41000,A,6148.119113961737,2,51
41001,A,6142.584059569852,2,52
41002,A,6146.446613856799,2,46
41003,A,6147.719640791763,2,37
41004,A,6136.684569426906,2,52
41005,A,6136.902021209603,2,47
41006,A,6143.931387007523,2,39
41007,A,6142.833950942297,2,45
41008,A,6159.1618595525015,2,42
41009,A,6154.200961747863,2,33
41010,A,6152.3580051505305,2,39
41011,A,6148.185381359907,2,41
41012,A,6137.602641798926,2,41
41013,A,6139.9429910502795,2,45
41014,A,6142.911428926301,2,42
41015,A,6135.967717394283,2,48
41016,A,6143.77389808325,2,33
41017,A,6136.837297437688,2,48
41018,A,6155.13336401045,2,32
41019,A,6134.322901981298,2,48
41020,A,6134.146951818547,2,47
41021,A,6134.694156100866,2,45
41022,A,6167.466011896886,2,39
41023,A,6146.6150360276015,2,38
41024,A,6145.75574125517,2,54
41025,A,6154.670903378773,2,45
41026,A,6138.633674006434,2,48
41027,A,6157.972490131612,2,33
41028,A,6147.347958666195,2,57
41029,A,6136.89001159035,2,51
41030,A,6142.665258516678,2,35
41031,A,6136.060776700239,2,43
41032,A,6133.431866920242,2,48
41033,A,6146.532108995138,2,48
41034,A,6138.82400909608,2,45
41035,A,6138.067267971082,2,42
41036,A,6138.11079890543,2,45
41037,A,6134.749641296283,2,48
41038,A,6162.608956376102,2,35
41039,A,6142.825441130996,2,40
41040,A,6142.695860589927,2,51
41041,A,6133.643190651955,2,46
41042,A,6138.551767117099,2,36
41043,A,6137.8906049464495,2,46
41044,A,6140.789633784241,2,48
41045,A,6138.246715187071,2,36
41046,A,6141.483656833644,2,51
41047,A,6158.051098682211,2,47
41048,A,6134.160349861344,2,47
41049,A,6146.211199462244,2,46
41050,A,6137.623404822225,2,46
41051,A,6132.4772129688445,2,45
41052,A,6140.948576722932,2,42
41053,A,6149.941921503623,2,39
41054,A,6147.006013221921,2,44
41055,A,6137.384036405148,2,48
41056,A,6139.735093594801,2,49
41057,A,6174.544722054192,2,40
41058,A,6154.5212681720905,2,36
41059,A,6159.007175576353,2,42
41060,A,6157.127162417406,2,34
41061,A,6140.999639224987,2,39
41062,A,6138.61979824795,2,37
41063,A,6150.412679111134,2,38
41064,A,6148.522100480665,2,42
41065,A,6145.467191798239,2,45
41066,A,6136.020720785197,2,48
41067,A,6148.033275808328,2,36
41068,A,6150.726921910066,2,47
41069,A,6131.760415639557,2,45
41070,A,6140.174422700266,2,45
41071,A,6139.089109240087,2,48
41072,A,6137.042037426932,2,44
41073,A,6139.189894795822,2,48
41074,A,6132.820920461767,2,42
41075,A,6138.339297617969,2,39
41076,A,6160.621630661338,2,30
41077,A,6134.366129370279,2,44
41078,A,6144.481263836023,2,48
41079,A,6145.000098633157,2,36
41080,A,6137.331952731244,2,45
41081,A,6190.05854537041,2,51
41082,A,6146.5416860957985,2,46
41083,A,6145.632566333896,2,50
41084,A,6141.367882313121,2,48
41085,A,6140.25405614375,2,39
41086,A,6136.045373493856,2,45
41087,A,6142.483356009122,2,50
41088,A,6144.24267419986,2,36
41089,A,6171.264835721287,2,36
41090,A,6140.121789481247,2,43
41091,A,6148.0432148051605,2,36
41092,A,6139.670142299615,2,39
41093,A,6176.8937562799765,2,31
41094,A,6141.005890220876,2,48
41095,A,6161.697006165425,2,33
41096,A,6147.671220344054,2,36
41097,A,6141.609348661278,2,48
41098,A,6139.938486957751,2,45
41099,A,6154.8464020162455,2,33
41100,A,6139.559157627171,2,49
41101,A,6132.202480685609,2,46
41102,A,6135.5990297382505,2,48
41103,A,6158.575601293446,2,33
41104,A,6150.285758203868,2,33
41105,A,6134.16708451364,2,49
41106,A,6138.046130367655,2,48
41107,A,6136.33651021517,2,46
41108,A,6139.9908471151575,2,48
41109,A,6155.60849973042,2,42
41110,A,6135.528912719514,2,45
41111,A,6143.813023477164,2,36
41112,A,6145.231640220622,2,45
41113,A,6134.868193406377,2,42
41114,A,6136.495733011565,2,45
41115,A,6146.9376100877,2,43
41116,A,6138.4789673549185,2,44
41117,A,6151.181997302851,2,51
41118,A,6135.1298692605205,2,47
41119,A,6144.334544817849,2,44
41120,A,6158.989765545797,2,36
41121,A,6135.741029176439,2,41
41122,A,6156.701679332897,2,33
41123,A,6150.407397221787,2,48
41124,A,6133.525389940762,2,42
41125,A,6135.201968959264,2,42
41126,A,6137.166634987757,2,45
41127,A,6133.838896598012,2,48
41128,A,6140.797793283436,2,36
41129,A,6162.813898384562,2,42
41130,A,6148.856147729217,2,45
41131,A,6140.943121757633,2,36
41132,A,6140.93191515979,2,51
41133,A,6148.257600234056,2,36
41134,A,6143.833767766867,2,50
41135,A,6152.3509852911475,2,42
41136,A,6133.930038964492,2,46
41137,A,6146.848897650369,2,54
41138,A,6134.396068694408,2,39
41139,A,6138.6283887416885,2,48
41140,A,6150.626754865161,2,36
41141,A,6140.1482790272485,2,45
41142,A,6158.500587720064,2,43
41143,A,6166.506229564015,2,34
41144,A,6139.330538238873,2,51
41145,A,6144.726699669459,2,38
41146,A,6138.435419442634,2,49
41147,A,6144.886045157577,2,39
41148,A,6143.899169507282,2,57
41149,A,6142.976542502772,2,48
41150,A,6146.829535582838,2,36
41151,A,6144.108808675513,2,49
41152,A,6137.510210343424,2,52
41153,A,6148.264394643144,2,37
41154,A,6138.451163386552,2,39
41155,A,6142.396078803555,2,51
41156,A,6143.144177379873,2,51
41157,A,6143.669584983024,2,40
41158,A,6145.606481286195,2,45
41159,A,6145.642764556951,2,45
41160,A,6135.779879168142,2,51
41161,A,6141.877782632707,2,47
41162,A,6155.097836485786,2,36
41163,A,6134.836571846699,2,45
41164,A,6135.428149210703,2,45
41165,A,6141.1532990853,2,51
41166,A,6136.258239450501,2,45
41167,A,6139.3696212388995,2,42
41168,A,6143.931896296587,2,50
41169,A,6146.71903665131,2,45
41170,A,6151.319841413141,2,45
41171,A,6137.37959013007,2,44
41172,A,6137.500519751648,2,42
41173,A,6133.124354814757,2,42
41174,A,6145.323077239242,2,45
41175,A,6139.172598985429,2,45
41176,A,6137.986558354263,2,48
41177,A,6137.744517389785,2,51
41178,A,6140.744187603085,2,45
41179,A,6199.209250706287,2,30
41180,A,6175.709357539042,2,27
41181,A,6132.784876232028,2,39
41182,A,6148.868270894413,2,39
41183,A,6159.901703430491,2,39
41184,A,6130.43732562823,2,45
41185,A,6144.123567909749,2,39
41186,A,6133.8124277564675,2,46
41187,A,6156.424059892571,2,39
41188,A,6142.963970517624,2,44
41189,A,6224.52893859567,2,21
41190,A,6152.316976912497,2,57
41191,A,6142.026518627329,2,39
41192,A,6136.564465152719,2,45
41193,A,6136.983816165626,2,48
41194,A,6156.264126815267,2,57
41195,A,6133.6104918775545,2,48
41196,A,6157.037023568169,2,36
41197,A,6137.595515795564,2,45
41198,A,6156.199831929379,2,33
41199,A,6134.975850531349,2,45
41200,A,6146.4041228193255,2,40
41201,A,6140.116085588388,2,42
41202,A,6132.566919222322,2,43
41203,A,6164.491057657082,2,39
41204,A,6138.580807472017,2,44
41205,A,6154.557940926978,2,42
41206,A,6142.69230509828,2,46
41207,A,6131.592716950992,2,42
41208,A,6136.171461434099,2,42
41209,A,6186.82257462764,2,27
41210,A,6183.628618804359,2,30
41211,A,6152.295967532768,2,52
41212,A,6135.311502066485,2,48
41213,A,6134.648440844398,2,45
41214,A,6133.80453319228,2,45
41215,A,6141.373784925528,2,51
41216,A,6145.58778558216,2,35
41217,A,6145.548607120484,2,41
41218,A,6154.314654949667,2,48
41219,A,6150.476886847483,2,42
41220,A,6147.811774754601,2,36
41221,A,6137.231376318967,2,41
41222,A,6141.472033734504,2,48
41223,A,6153.753973967236,2,33
41224,A,6138.308804153584,2,51
41225,A,6141.130530038612,2,39
41226,A,6140.078980418832,2,48
41227,A,6138.602571144055,2,52
41228,A,6138.763293952674,2,45
41229,A,6143.423146381335,2,45
41230,A,6133.296407524921,2,39
41231,A,6148.509944487493,2,39
41232,A,6132.970989694332,2,44
41233,A,6162.143867200057,2,33
41234,A,6140.0204582954775,2,39
41235,A,6139.427391436964,2,51
41236,A,6159.824808207217,2,39
41237,A,6136.513387426805,2,39
41238,A,6134.242549729347,2,40
41239,A,6141.342292706691,2,54
41240,A,6146.005546910142,2,42
41241,A,6133.438611906209,2,45
41242,A,6136.452874999247,2,45
41243,A,6146.933466313195,2,42
41244,A,6150.558377163179,2,42
41245,A,6142.549090094204,2,39
41246,A,6147.312809268324,2,45
41247,A,6138.922267722449,2,44
41248,A,6133.28712736593,2,47
41249,A,6163.738502653349,2,33
41250,A,6143.860851155117,2,56
41251,A,6134.532335545405,2,40
41252,A,6140.651322260969,2,42
41253,A,6134.74594409074,2,45
41254,A,6143.519999738569,2,36
41255,A,6140.8210006131,2,50
41256,A,6135.8401170298885,2,40
41257,A,6145.7173141350695,2,54
41258,A,6137.0737231811,2,47
41259,A,6138.523860716183,2,45
41260,A,6149.33412796965,2,49
41261,A,6130.404607198433,2,45
41262,A,6141.648202183179,2,39
41263,A,6141.602593115293,2,45
41264,A,6170.166427204346,2,40
41265,A,6145.809583479813,2,52
41266,A,6133.249966279392,2,46
41267,A,6146.323476853999,2,40
41268,A,6138.411345093972,2,43
41269,A,6136.331070899297,2,43
41270,A,6135.098224722616,2,45
41271,A,6159.175102101077,2,42
41272,A,6139.38607397057,2,48
41273,A,6143.789884900517,2,39
41274,A,6136.779058597767,2,45
41275,A,6133.600900265564,2,48
41276,A,6138.184478708613,2,42
41277,A,6144.279674571041,2,48
41278,A,6141.078736652522,2,39
41279,A,6158.236133781324,2,57
41280,A,6141.292902768996,2,42
41281,A,6155.345370306313,2,47
41282,A,6144.54833537375,2,53
41283,A,6185.749296692615,2,34
41284,A,6140.38537448308,2,39
41285,A,6138.464814837677,2,41
41286,A,6184.5587840108055,2,25
41287,A,6137.997412464816,2,41
41288,A,6141.149479391033,2,42
41289,A,6139.717496151402,2,52
41290,A,6144.496976142092,2,36
41291,A,6150.140532759102,2,40
41292,A,6136.492981070932,2,48
41293,A,6143.7747818827875,2,52
41294,A,6135.323965716453,2,48
41295,A,6144.419277605281,2,40
41296,A,6130.680863570243,2,45
41297,A,6140.639243006728,2,46
41298,A,6176.986818473242,2,36
41299,A,6143.658962835381,2,45
41300,A,6148.562577816554,2,42
41301,A,6139.144073096078,2,44
41302,A,6153.990200868079,2,38
41303,A,6160.478654251435,2,33
41304,A,6147.020395188876,2,54
41305,A,6138.630117072467,2,41
41306,A,6142.420416720104,2,36
41307,A,6141.529482732948,2,45
41308,A,6141.562038904129,2,46
41309,A,6133.389177001216,2,45
41310,A,6197.506672237378,2,27
41311,A,6137.139659568862,2,51
41312,A,6141.611783385085,2,52
41313,A,6140.0205341918,2,51
41314,A,6151.13820276124,2,42
41315,A,6150.393439309576,2,33
41316,A,6165.36569936128,2,41
41317,A,6146.629589282296,2,48
41318,A,6136.12986086306,2,51
41319,A,6165.00759689794,2,36
41320,A,6141.04555271623,2,47
41321,A,6138.227763390602,2,51
41322,A,6130.672953164799,2,45
41323,A,6165.754276975551,2,43
41324,A,6160.143633269985,2,34
41325,A,6142.744418151066,2,49
41326,A,6137.884318555026,2,42
41327,A,6138.212073758387,2,54
41328,A,6145.311875634179,2,37
41329,A,6147.613880940107,2,48
41330,A,6158.428395009706,2,33
41331,A,6140.735698167263,2,39
41332,A,6156.7081510274065,2,49
41333,A,6132.646776382374,2,45
41334,A,6169.222447999553,2,35
41335,A,6147.811441502856,2,42
41336,A,6133.6884199158885,2,40
41337,A,6136.63826407654,2,50
41338,A,6162.285491184853,2,57
41339,A,6136.2102844569545,2,46
41340,A,6171.873102441972,2,36
41341,A,6144.689135623063,2,54
41342,A,6133.821721018423,2,39
41343,A,6150.45995902058,2,48
41344,A,6139.669162166423,2,45
41345,A,6132.8952500325795,2,47
41346,A,6149.639675782004,2,39
41347,A,6136.896088000824,2,39
41348,A,6145.09006640982,2,39
41349,A,6143.763133829035,2,50
41350,A,6144.053360625451,2,46
41351,A,6139.586143659677,2,53
41352,A,6152.637856796663,2,39
41353,A,6141.467779958572,2,42
41354,A,6162.837984080573,2,48
41355,A,6153.961762575457,2,33
41356,A,6135.264372022872,2,39
41357,A,6146.106452730334,2,41
41358,A,6138.22580254935,2,51
41359,A,6139.710982412562,2,49
41360,A,6144.341691029231,2,37
41361,A,6150.586159694438,2,45
41362,A,6150.098066532766,2,38
41363,A,6131.9504940968845,2,48
41364,A,6148.242123453842,2,41
41365,A,6142.7806122286365,2,48
41366,A,6146.767523112569,2,41
41367,A,6152.658243319713,2,51
41368,A,6140.522025026303,2,50
41369,A,6146.046758145812,2,36
41370,A,6141.379148408118,2,42
41371,A,6136.255322845869,2,45
41372,A,6137.629100402095,2,47
41373,A,6165.679456569364,2,28
41374,A,6144.637792218409,2,51
41375,A,6131.624144869091,2,48
41376,A,6141.357005077517,2,39
41377,A,6164.588054748521,2,52
41378,A,6159.023001486868,2,33
41379,A,6134.695221964075,2,45
41380,A,6133.159151822499,2,42
41381,A,6134.663610947435,2,48
41382,A,6142.868632295888,2,44
41383,A,6177.02779375866,2,42
41384,A,6145.434076315011,2,52
41385,A,6150.18720700077,2,56
41386,A,6145.026030559832,2,40
41387,A,6145.93637680045,2,51
41388,A,6155.355440543926,2,45
41389,A,6135.682503462567,2,45
41390,A,6132.976186619331,2,45
41391,A,6159.735641692752,2,57
41392,A,6157.358260021685,2,49
41393,A,6131.860479449918,2,40
41394,A,6134.824048884568,2,45
41395,A,6164.272808681362,2,34
41396,A,6138.539571028147,2,45
41397,A,6139.776358271565,2,51
41398,A,6140.810558506278,2,51
41399,A,6144.60881458092,2,37
41400,A,6150.827591887882,2,48
41401,A,6152.412807337414,2,48
41402,A,6139.08655400352,2,37
41403,A,6144.498972784052,2,42
41404,A,6134.021424477895,2,42
41405,A,6138.883859029283,2,47
41406,A,6135.290105902775,2,47
41407,A,6145.486665106424,2,41
41408,A,6166.588091253809,2,34
41409,A,6146.546829377067,2,45
41410,A,6140.69915867242,2,44
41411,A,6134.938257718935,2,39
41412,A,6150.2134970383695,2,45
41413,A,6141.751888630597,2,39
41414,A,6165.755642517271,2,42
41415,A,6137.834842766075,2,45
41416,A,6136.895658592015,2,43
41417,A,6133.584384315154,2,48
41418,A,6139.071110080425,2,40
41419,A,6138.885297941675,2,50
41420,A,6133.816927087005,2,41
41421,A,6134.909182184476,2,45
41422,A,6160.969376368862,2,30
41423,A,6155.206203592734,2,33
41424,A,6153.270052542001,2,39
41425,A,6140.244932834095,2,49
41426,A,6142.340315533702,2,50
41427,A,6138.696624671019,2,43
41428,A,6133.75804360617,2,43
41429,A,6144.6129427372025,2,42
41430,A,6159.496033686317,2,34
41431,A,6130.32300597939,2,45
41432,A,6145.221349950571,2,36
41433,A,6140.313845610866,2,39
41434,A,6138.4846911417,2,48
41435,A,6139.971058710672,2,48
41436,A,6143.026201342535,2,36
41437,A,6132.573687736287,2,45
41438,A,6149.999680866729,2,39
41439,A,6144.936530446954,2,56
41440,A,6141.384622439108,2,45
41441,A,6137.325764125943,2,51
41442,A,6137.866295971098,2,45
41443,A,6143.354941301849,2,36
41444,A,6170.503212959975,2,35
41445,A,6151.811012886802,2,54
41446,A,6142.153320322423,2,39
41447,A,6137.702267553875,2,39
41448,A,6138.187367140688,2,48
41449,A,6135.634853073952,2,42
41450,A,6140.166694022123,2,42
41451,A,6145.158099986695,2,40
41452,A,6147.848173009519,2,57
41453,A,6137.3871079227,2,45
41454,A,6132.723753747438,2,46
41455,A,6142.904173030141,2,41
41456,A,6158.430982400973,2,40
41457,A,6142.7785433741765,2,50
41458,A,6146.164157189012,2,54
41459,A,6145.33076946581,2,37
41460,A,6146.19340750677,2,42
41461,A,6159.269954655241,2,36
41462,A,6143.027804087709,2,36
41463,A,6139.795003083669,2,47
41464,A,6144.9299218685155,2,53
41465,A,6152.575816971756,2,51
41466,A,6135.279114382392,2,42
41467,A,6147.164045033376,2,57
41468,A,6144.597214711181,2,54
41469,A,6141.35037536898,2,45
41470,A,6178.706116852093,2,39
41471,A,6139.576374125478,2,36
41472,A,6135.481002156834,2,47
41473,A,6138.397005474758,2,42
41474,A,6146.5050303857615,2,40
41475,A,6144.044283842562,2,39
41476,A,6180.531830195282,2,27
41477,A,6142.42967266848,2,54
41478,A,6143.216929715152,2,48
41479,A,6147.9831417341065,2,36
41480,A,6137.085987793568,2,45
41481,A,6136.448136463898,2,45
41482,A,6146.131960382913,2,49
41483,A,6130.2831779397075,2,48
41484,A,6167.553142882724,2,30
41485,A,6139.651672589804,2,54
41486,A,6143.93511314929,2,40
41487,A,6143.285685369971,2,42
41488,A,6141.175948434696,2,50
41489,A,6138.31603079556,2,45
41490,A,6134.963987749155,2,43
41491,A,6142.454103988661,2,48
41492,A,6143.5177637520765,2,45
41493,A,6160.288024977044,2,45
41494,A,6139.226008989433,2,45
41495,A,6150.675072083197,2,36
41496,A,6137.826685631487,2,47
41497,A,6139.418039564556,2,50
41498,A,6147.064401983821,2,45
41499,A,6148.636361917308,2,36
41500,A,6132.09822335686,2,42
41501,A,6136.009313916614,2,48
41502,A,6144.170629289365,2,53
41503,A,6155.3404230402275,2,40
41504,A,6145.861974615755,2,42
41505,A,6151.428035639393,2,48
41506,A,6142.289024088618,2,43
41507,A,6146.356643494462,2,42
41508,A,6132.846831924022,2,45
41509,A,6142.8268985450795,2,42
41510,A,6137.91282683738,2,41
41511,A,6151.217520138198,2,41
41512,A,6158.307657312011,2,33
41513,A,6144.292694356164,2,39
41514,A,6134.237525637922,2,42
41515,A,6178.860410788531,2,30
41516,A,6139.342417691731,2,51
41517,A,6138.100411777581,2,48
41518,A,6139.102137814266,2,42
41519,A,6133.866651328632,2,45
41520,A,6150.859342196936,2,37
41521,A,6141.007763382942,2,45
41522,A,6138.8871848270155,2,51
41523,A,6135.410874304739,2,45
41524,A,6140.296531420253,2,39
41525,A,6131.501674447076,2,39
41526,A,6156.409017209956,2,51
41527,A,6135.155518635152,2,43
41528,A,6144.497099171067,2,40
41529,A,6154.67483352826,2,37
41530,A,6138.451214872081,2,45
41531,A,6135.652170841605,2,45
41532,A,6141.536342072351,2,45
41533,A,6149.203683670005,2,44
41534,A,6133.8145848889835,2,45
41535,A,6140.293155703228,2,40
41536,A,6143.200974047108,2,52
41537,A,6133.02117096224,2,48
41538,A,6139.672174486601,2,48
41539,A,6136.726289205549,2,42
41540,A,6164.561268202381,2,39
41541,A,6166.652853643849,2,35
41542,A,6133.425183285258,2,42
